1000,.00345
2000,.00314
3000,.00309
4000,.00320
5000,.00325
6000,.00330
7000,.00333
8000,.00336
9000,.00330
10000,.00324
11000,.00326
12000,.00321
13000,.00317
14000,.00315
15000,.00314
16000,.00318
17000,.00319
18000,.00321
19000,.00323
20000,.00325
21000,.00326
22000,.00326
23000,.00327
24000,.00328
25000,.00329
26000,.00330
27000,.00331
28000,.00330
29000,.00331
30000,.00331
31000,.00332
32000,.00333
33000,.00333
34000,.00334
35000,.00334
36000,.00332
37000,.00331
38000,.00330
39000,.00329
40000,.00328
