1000,.00445
2000,.00437
3000,.00438
4000,.00443
5000,.00444
6000,.00446
7000,.00447
8000,.00447
9000,.00446
10000,.00444
11000,.00445
12000,.00443
13000,.00441
14000,.00440
15000,.00439
16000,.00439
17000,.00441
18000,.00442
19000,.00443
20000,.00445
21000,.00446
22000,.00446
23000,.00446
24000,.00447
25000,.00447
26000,.00448
27000,.00447
28000,.00446
29000,.00447
30000,.00447
31000,.00448
32000,.00448
33000,.00448
34000,.00449
35000,.00449
36000,.00448
37000,.00448
38000,.00447
39000,.00447
40000,.00446
