0,0.04
1,0.04
2,0.10
3,0.08
4,0.08
5,0.06
6,0.10
7,0.07
8,0.08
9,0.07
10,0.06
11,0.06
12,0.07
13,0.07
14,0.09
15,0.09
16,0.06
17,0.07
18,0.07
19,0.10
20,0.08
21,0.07
22,0.06
23,0.07
24,0.08
25,0.08
26,0.06
27,0.07
28,0.07
29,0.08
30,0.07
31,0.06
32,0.09
33,0.07
34,0.07
35,0.08
36,0.07
37,0.07
38,0.07
39,0.06
40,0.09
41,0.07
42,0.07
43,0.09
44,0.06
45,0.07
46,0.07
47,0.08
48,0.07
49,0.07
50,0.08
51,0.12
52,0.10
53,0.07
54,0.07
55,0.13
56,0.08
57,0.10
58,0.08
59,0.07
60,0.07
61,0.11
62,0.13
63,0.09
64,0.06
65,0.06
66,0.08
67,0.08
68,0.07
69,0.08
70,0.07
71,0.08
72,0.08
73,0.06
74,0.07
75,0.08
76,0.06
77,0.08
78,0.10
79,0.06
80,0.08
81,0.07
82,0.07
83,0.08
84,0.07
85,0.06
86,0.10
87,0.10
88,0.06
89,0.07
90,0.07
91,0.08
92,0.08
93,0.09
94,0.06
95,0.08
96,0.08
97,0.08
98,0.07
99,0.08
