100000,.00990
200000,.00996
300000,.00997
400000,.00997
500000,.00997
600000,.00997
700000,.00996
800000,.00996
900000,.00996
1000000,.00996
1100000,.00996
1200000,.00996
1300000,.00996
1400000,.00996
1500000,.00996
1600000,.00996
1700000,.00996
1800000,.00996
1900000,.00996
2000000,.00996
2100000,.00996
2200000,.00996
2300000,.00996
2400000,.00996
2500000,.00997
2600000,.00997
2700000,.00997
2800000,.00997
2900000,.00997
3000000,.00997
3100000,.00997
3200000,.00997
3300000,.00997
3400000,.00997
3500000,.00997
3600000,.00997
3700000,.00997
3800000,.00997
3900000,.00997
4000000,.00997
4100000,.00997
4200000,.00997
4300000,.00997
4400000,.00997
4500000,.00997
4600000,.00997
4700000,.00997
4800000,.00997
4900000,.00997
5000000,.00997
5100000,.00997
5200000,.00997
5300000,.00997
5400000,.00997
5500000,.00997
5600000,.00997
5700000,.00997
5800000,.00997
5900000,.00997
6000000,.00997
6100000,.00997
6200000,.00997
6300000,.00997
6400000,.00997
6500000,.00997
6600000,.00997
6700000,.00997
6800000,.00997
6900000,.00997
7000000,.00997
7100000,.00997
7200000,.00997
7300000,.00998
7400000,.00998
7500000,.00998
7600000,.00997
7700000,.00997
7800000,.00997
7900000,.00998
8000000,.00998
8100000,.00998
8200000,.00998
8300000,.00998
8400000,.00998
8500000,.00998
8600000,.00998
8700000,.00998
8800000,.00998
8900000,.00998
9000000,.00998
9100000,.00998
9200000,.00998
9300000,.00998
9400000,.00998
9500000,.00998
9600000,.00998
9700000,.00998
9800000,.00998
9900000,.00998
10000000,.00998
10100000,.00998
10200000,.00998
10300000,.00998
10400000,.00998
10500000,.00998
10600000,.00998
10700000,.00998
10800000,.00998
10900000,.00998
11000000,.00998
11100000,.00998
11200000,.00998
11300000,.00998
11400000,.00998
11500000,.00998
11600000,.00998
11700000,.00998
11800000,.00998
11900000,.00998
12000000,.00998
12100000,.00998
12200000,.00998
12300000,.00998
12400000,.00998
12500000,.00998
12600000,.00998
12700000,.00998
12800000,.00998
12900000,.00998
13000000,.00998
13100000,.00998
13200000,.00998
13300000,.00998
13400000,.00998
13500000,.00998
13600000,.00998
13700000,.00998
13800000,.00998
13900000,.00998
14000000,.00998
14100000,.00998
14200000,.00998
14300000,.00998
14400000,.00998
14500000,.00998
14600000,.00998
14700000,.00998
14800000,.00998
14900000,.00998
15000000,.00998
15100000,.00998
15200000,.00998
15300000,.00998
15400000,.00998
15500000,.00998
15600000,.00998
15700000,.00999
15800000,.00999
15900000,.00999
16000000,.00999
16100000,.00999
16200000,.00999
16300000,.00999
16400000,.00999
16500000,.00999
16600000,.00999
16700000,.00999
16800000,.00999
16900000,.00999
17000000,.00999
17100000,.00999
17200000,.00999
17300000,.00999
17400000,.00999
17500000,.00999
17600000,.00999
17700000,.00999
17800000,.00999
17900000,.00999
18000000,.00999
18100000,.00999
18200000,.00999
18300000,.00999
18400000,.00999
18500000,.00999
18600000,.00999
18700000,.00999
18800000,.00999
18900000,.00999
19000000,.00999
19100000,.00999
19200000,.00999
19300000,.00999
19400000,.00999
19500000,.00999
19600000,.00999
19700000,.00999
19800000,.00999
19900000,.00999
20000000,.00999
20100000,.00999
20200000,.00999
20300000,.00999
20400000,.00999
20500000,.00999
20600000,.00999
20700000,.00999
20800000,.01000
20900000,.01000
