1000,.00245
2000,.00248
3000,.00253
4000,.00255
5000,.00254
6000,.00261
7000,.00262
8000,.00269
9000,.00273
10000,.00276
11000,.00280
12000,.00283
13000,.00285
14000,.00288
15000,.00290
16000,.00292
17000,.00294
18000,.00295
19000,.00297
20000,.00298
21000,.00298
22000,.00296
23000,.00295
24000,.00294
25000,.00292
26000,.00292
27000,.00291
28000,.00290
29000,.00290
30000,.00290
31000,.00290
32000,.00292
33000,.00292
34000,.00293
35000,.00295
36000,.00295
37000,.00295
38000,.00296
39000,.00298
40000,.00299
41000,.00298
42000,.00299
43000,.00299
44000,.00301
45000,.00302
46000,.00302
47000,.00301
48000,.00302
49000,.00302
50000,.00303
