100000,.00794
200000,.00797
300000,.00796
400000,.00796
500000,.00796
600000,.00797
700000,.00796
800000,.00796
900000,.00797
1000000,.00796
1100000,.00796
1200000,.00796
1300000,.00796
1400000,.00796
1500000,.00797
1600000,.00797
1700000,.00796
1800000,.00796
1900000,.00796
2000000,.00797
2100000,.00797
2200000,.00797
2300000,.00797
2400000,.00797
2500000,.00797
2600000,.00797
2700000,.00797
2800000,.00797
2900000,.00797
3000000,.00797
3100000,.00797
3200000,.00797
3300000,.00797
3400000,.00797
3500000,.00797
3600000,.00797
3700000,.00797
3800000,.00797
3900000,.00797
4000000,.00798
4100000,.00798
4200000,.00797
4300000,.00797
4400000,.00797
4500000,.00797
4600000,.00797
4700000,.00797
4800000,.00797
4900000,.00797
5000000,.00797
5100000,.00797
5200000,.00797
5300000,.00797
5400000,.00797
5500000,.00797
5600000,.00797
5700000,.00797
5800000,.00797
5900000,.00797
6000000,.00797
6100000,.00797
6200000,.00797
6300000,.00797
6400000,.00797
6500000,.00797
6600000,.00797
6700000,.00797
6800000,.00797
6900000,.00797
7000000,.00797
7100000,.00797
7200000,.00797
7300000,.00797
7400000,.00797
7500000,.00797
7600000,.00797
7700000,.00797
7800000,.00797
7900000,.00797
8000000,.00797
8100000,.00797
8200000,.00797
8300000,.00797
8400000,.00797
8500000,.00797
8600000,.00797
8700000,.00797
8800000,.00797
8900000,.00797
9000000,.00797
9100000,.00797
9200000,.00797
9300000,.00797
9400000,.00797
9500000,.00797
9600000,.00797
9700000,.00797
9800000,.00797
9900000,.00797
10000000,.00797
10100000,.00797
10200000,.00797
10300000,.00797
10400000,.00797
