100000,.00610
200000,.00618
300000,.00610
400000,.00606
500000,.00603
600000,.00601
700000,.00600
800000,.00599
900000,.00598
1000000,.00597
1100000,.00597
1200000,.00597
1300000,.00596
1400000,.00596
1500000,.00596
1600000,.00596
1700000,.00595
1800000,.00595
1900000,.00595
2000000,.00595
2100000,.00595
2200000,.00594
2300000,.00594
2400000,.00594
2500000,.00594
2600000,.00594
2700000,.00594
2800000,.00594
2900000,.00594
3000000,.00594
3100000,.00594
3200000,.00593
3300000,.00592
3400000,.00592
3500000,.00591
3600000,.00591
3700000,.00590
3800000,.00590
3900000,.00590
4000000,.00589
4100000,.00589
4200000,.00589
4300000,.00589
4400000,.00589
4500000,.00589
4600000,.00589
4700000,.00589
4800000,.00589
4900000,.00589
5000000,.00590
5100000,.00590
5200000,.00590
5300000,.00590
5400000,.00590
5500000,.00590
5600000,.00590
5700000,.00590
5800000,.00590
5900000,.00590
6000000,.00590
6100000,.00590
6200000,.00590
6300000,.00590
6400000,.00590
6500000,.00590
6600000,.00590
6700000,.00590
6800000,.00590
6900000,.00590
7000000,.00590
7100000,.00590
7200000,.00590
7300000,.00590
7400000,.00590
7500000,.00590
7600000,.00590
7700000,.00590
7800000,.00590
7900000,.00590
8000000,.00590
8100000,.00590
8200000,.00590
8300000,.00590
8400000,.00590
8500000,.00590
8600000,.00590
8700000,.00590
8800000,.00590
8900000,.00590
9000000,.00590
9100000,.00590
9200000,.00590
9300000,.00590
9400000,.00590
9500000,.00590
9600000,.00590
9700000,.00590
9800000,.00590
9900000,.00590
10000000,.00591
10100000,.00591
10200000,.00591
10300000,.00591
10400000,.00591
